,num_features,g_fitness,a_fitness
0,80.0,0.6879119367045065,0.6879119367045065
1,80.0,0.6879119367045065,0.6879119367045065
2,76.0,0.6921224630202959,0.6921224630202959
3,73.0,0.695280357757138,0.695280357757138
4,67.0,0.7015961472308222,0.7015961472308222
5,65.0,0.7037014103887169,0.7037014103887169
6,65.0,0.7037014103887169,0.7037014103887169
7,65.0,0.7037014103887169,0.7037014103887169
8,65.0,0.6605435156518749,0.7037014103887169
9,65.0,0.695280357757138,0.7037014103887169
10,65.0,0.6994908840729275,0.7037014103887169
11,65.0,0.6994908840729275,0.7037014103887169
12,65.0,0.6994908840729275,0.7037014103887169
13,65.0,0.6658066735466117,0.7037014103887169
14,65.0,0.6973856209150326,0.7037014103887169
15,65.0,0.6994908840729275,0.7037014103887169
16,65.0,0.7005435156518748,0.7037014103887169
17,65.0,0.7005435156518748,0.7037014103887169
18,65.0,0.7005435156518748,0.7037014103887169
19,65.0,0.6647540419676643,0.7037014103887169
20,65.0,0.6994908840729275,0.7037014103887169
21,65.0,0.6994908840729275,0.7037014103887169
22,65.0,0.7005435156518748,0.7037014103887169
23,65.0,0.7005435156518748,0.7037014103887169
24,65.0,0.7026487788097695,0.7037014103887169
25,65.0,0.7026487788097695,0.7037014103887169
26,65.0,0.7026487788097695,0.7037014103887169
27,65.0,0.7037014103887169,0.7037014103887169
28,65.0,0.7037014103887169,0.7037014103887169
29,65.0,0.7037014103887169,0.7037014103887169
30,65.0,0.6847540419676643,0.7037014103887169
31,65.0,0.7026487788097695,0.7037014103887169
32,65.0,0.7026487788097695,0.7037014103887169
33,65.0,0.7026487788097695,0.7037014103887169
34,65.0,0.6721224630202959,0.7037014103887169
35,65.0,0.6984382524939801,0.7037014103887169
36,65.0,0.6994908840729275,0.7037014103887169
37,65.0,0.6994908840729275,0.7037014103887169
38,65.0,0.6994908840729275,0.7037014103887169
39,65.0,0.7005435156518748,0.7037014103887169
40,65.0,0.7037014103887169,0.7037014103887169
41,65.0,0.7037014103887169,0.7037014103887169
42,65.0,0.7037014103887169,0.7037014103887169
43,65.0,0.6679119367045064,0.7037014103887169
44,65.0,0.7005435156518748,0.7037014103887169
45,65.0,0.7005435156518748,0.7037014103887169
46,65.0,0.7005435156518748,0.7037014103887169
47,65.0,0.7037014103887169,0.7037014103887169
48,65.0,0.7037014103887169,0.7037014103887169
49,64.0,0.7047540419676643,0.7047540419676643
50,64.0,0.7047540419676643,0.7047540419676643
51,64.0,0.7047540419676643,0.7047540419676643
52,64.0,0.6879119367045065,0.7047540419676643
53,62.0,0.7068593051255591,0.7068593051255591
54,62.0,0.7068593051255591,0.7068593051255591
55,62.0,0.7068593051255591,0.7068593051255591
56,62.0,0.6563329893360853,0.7068593051255591
57,62.0,0.7026487788097695,0.7068593051255591
58,62.0,0.7026487788097695,0.7068593051255591
59,62.0,0.7026487788097695,0.7068593051255591
60,62.0,0.7058066735466116,0.7068593051255591
61,62.0,0.7068593051255591,0.7068593051255591
62,62.0,0.7068593051255591,0.7068593051255591
63,59.0,0.7100171998624012,0.7100171998624012
64,59.0,0.7100171998624012,0.7100171998624012
65,56.0,0.7131750945992432,0.7131750945992432
66,56.0,0.7131750945992432,0.7131750945992432
67,56.0,0.7131750945992432,0.7131750945992432
68,56.0,0.666859305125559,0.7131750945992432
69,56.0,0.7089645682834538,0.7131750945992432
70,55.0,0.7142277261781906,0.7142277261781906
71,55.0,0.7142277261781906,0.7142277261781906
72,55.0,0.7142277261781906,0.7142277261781906
73,55.0,0.6689645682834537,0.7142277261781906
74,55.0,0.7089645682834538,0.7142277261781906
75,55.0,0.7110698314413485,0.7142277261781906
76,55.0,0.7131750945992432,0.7142277261781906
77,55.0,0.7131750945992432,0.7142277261781906
78,55.0,0.7142277261781906,0.7142277261781906
79,55.0,0.7142277261781906,0.7142277261781906
80,55.0,0.7142277261781906,0.7142277261781906
81,55.0,0.6679119367045064,0.7142277261781906
82,55.0,0.7079119367045064,0.7142277261781906
83,55.0,0.7131750945992432,0.7142277261781906
84,55.0,0.7131750945992432,0.7142277261781906
85,55.0,0.7131750945992432,0.7142277261781906
86,55.0,0.6742277261781906,0.7142277261781906
87,53.0,0.7163329893360854,0.7163329893360854
88,53.0,0.7163329893360854,0.7163329893360854
89,53.0,0.7163329893360854,0.7163329893360854
90,53.0,0.6700171998624012,0.7163329893360854
91,53.0,0.7110698314413485,0.7163329893360854
92,53.0,0.7131750945992432,0.7163329893360854
93,53.0,0.7131750945992432,0.7163329893360854
94,53.0,0.7131750945992432,0.7163329893360854
95,53.0,0.6847540419676643,0.7163329893360854
96,52.0,0.7173856209150327,0.7173856209150327
97,52.0,0.7173856209150327,0.7173856209150327
98,52.0,0.7173856209150327,0.7173856209150327
99,52.0,0.675280357757138,0.7173856209150327
100,52.0,0.7121224630202958,0.7173856209150327
101,52.0,0.7163329893360854,0.7173856209150327
102,56.0,0.7218300653594771,0.7218300653594771
103,56.0,0.7218300653594771,0.7218300653594771
104,56.0,0.7218300653594771,0.7218300653594771
105,56.0,0.6637014103887169,0.7218300653594771
106,56.0,0.7131750945992432,0.7218300653594771
107,56.0,0.7218300653594771,0.7218300653594771
108,56.0,0.7218300653594771,0.7218300653594771
109,56.0,0.7218300653594771,0.7218300653594771
110,56.0,0.6658066735466117,0.7218300653594771
111,56.0,0.7100171998624012,0.7218300653594771
112,56.0,0.7121224630202958,0.7218300653594771
113,45.0,0.7247540419676644,0.7247540419676644
114,45.0,0.7247540419676644,0.7247540419676644
115,45.0,0.7247540419676644,0.7247540419676644
116,45.0,0.6826487788097696,0.7247540419676644
117,45.0,0.7163329893360854,0.7247540419676644
118,45.0,0.7194908840729275,0.7247540419676644
119,45.0,0.7194908840729275,0.7247540419676644
120,45.0,0.7194908840729275,0.7247540419676644
121,45.0,0.6837014103887169,0.7247540419676644
122,45.0,0.7176195390436877,0.7247540419676644
123,45.0,0.7205435156518748,0.7247540419676644
124,45.0,0.7205435156518748,0.7247540419676644
125,45.0,0.7205435156518748,0.7247540419676644
126,45.0,0.7233780529755763,0.7247540419676644
127,45.0,0.7233780529755763,0.7247540419676644
128,50.0,0.7286412108703131,0.7286412108703131
129,50.0,0.7286412108703131,0.7286412108703131
130,50.0,0.7286412108703131,0.7286412108703131
131,50.0,0.6710698314413485,0.7286412108703131
132,50.0,0.7194908840729275,0.7286412108703131
133,50.0,0.7212727898176816,0.7286412108703131
134,50.0,0.7212727898176816,0.7286412108703131
135,50.0,0.7212727898176816,0.7286412108703131
136,50.0,0.6731750945992433,0.7286412108703131
137,50.0,0.7194908840729275,0.7286412108703131
138,50.0,0.7223254213966289,0.7286412108703131
139,50.0,0.7244306845545236,0.7286412108703131
140,50.0,0.7244306845545236,0.7286412108703131
141,50.0,0.7244306845545236,0.7286412108703131
142,50.0,0.7275885792913658,0.7286412108703131
143,50.0,0.7275885792913658,0.7286412108703131
144,50.0,0.7275885792913658,0.7286412108703131
145,50.0,0.6700171998624012,0.7286412108703131
146,50.0,0.7254833161334711,0.7286412108703131
147,50.0,0.7254833161334711,0.7286412108703131
148,50.0,0.7254833161334711,0.7286412108703131
149,50.0,0.7275885792913658,0.7286412108703131
150,50.0,0.7275885792913658,0.7286412108703131
151,50.0,0.7275885792913658,0.7286412108703131
152,50.0,0.6837014103887169,0.7286412108703131
153,50.0,0.7202201582387342,0.7286412108703131
154,50.0,0.7202201582387342,0.7286412108703131
155,50.0,0.7205435156518748,0.7286412108703131
156,50.0,0.7254833161334711,0.7286412108703131
157,50.0,0.7254833161334711,0.7286412108703131
158,48.0,0.7307464740282079,0.7307464740282079
159,48.0,0.7307464740282079,0.7307464740282079
160,48.0,0.7307464740282079,0.7307464740282079
161,48.0,0.6794908840729275,0.7307464740282079
162,48.0,0.7194908840729275,0.7307464740282079
163,48.0,0.7247540419676644,0.7307464740282079
164,48.0,0.7279119367045063,0.7307464740282079
165,48.0,0.7279119367045063,0.7307464740282079
166,48.0,0.7279119367045063,0.7307464740282079
167,48.0,0.6637014103887169,0.7307464740282079
168,48.0,0.7205435156518748,0.7307464740282079
169,48.0,0.7205435156518748,0.7307464740282079
170,48.0,0.7254833161334711,0.7307464740282079
171,48.0,0.7254833161334711,0.7307464740282079
172,48.0,0.7254833161334711,0.7307464740282079
173,48.0,0.6742277261781906,0.7307464740282079
174,48.0,0.7237014103887169,0.7307464740282079
175,48.0,0.7237014103887169,0.7307464740282079
176,48.0,0.7237014103887169,0.7307464740282079
177,48.0,0.7275885792913658,0.7307464740282079
178,48.0,0.7275885792913658,0.7307464740282079
179,48.0,0.7275885792913658,0.7307464740282079
180,48.0,0.6805435156518749,0.7307464740282079
181,48.0,0.7184382524939801,0.7307464740282079
182,48.0,0.7226487788097695,0.7307464740282079
183,48.0,0.7237014103887169,0.7307464740282079
