,num_features,g_fitness,a_fitness
184,48.0,0.7237014103887169,0.7307464740282079
185,48.0,0.7237014103887169,0.7307464740282079
186,48.0,0.7275885792913658,0.7307464740282079
187,48.0,0.7275885792913658,0.7307464740282079
188,48.0,0.7275885792913658,0.7307464740282079
189,48.0,0.7296938424492605,0.7307464740282079
190,48.0,0.7296938424492605,0.7307464740282079
191,48.0,0.7296938424492605,0.7307464740282079
192,48.0,0.6731750945992433,0.7307464740282079
193,48.0,0.7215961472308222,0.7307464740282079
194,48.0,0.7215961472308222,0.7307464740282079
195,48.0,0.7258066735466117,0.7307464740282079
196,47.0,0.7317991056071552,0.7317991056071552
197,47.0,0.7317991056071552,0.7317991056071552
198,47.0,0.7317991056071552,0.7317991056071552
199,47.0,0.6689645682834537,0.7317991056071552
