,num_features,g_fitness,g_accuracy,g_sensitivity,g_specificity,a_fitness,a_accuracy,a_sensitivity,a_specificity
199,18.0,0.698174121200437,0.8249287749287749,0.5392857142857144,0.9353801169590643,0.698174121200437,0.8249287749287749,0.5392857142857144,0.9353801169590643
199,24.0,0.6841726559989718,0.8139715099715101,0.5178571428571428,0.9301169590643275,0.7047787834972046,0.8174017094017094,0.5696428571428571,0.9140350877192983
199,18.0,0.7138410031488979,0.8209173789173789,0.5625,0.9198830409356725,0.7391623385386543,0.8216752136752137,0.6232142857142856,0.8985380116959064
199,32.0,0.6861069950517318,0.8052250712250713,0.5375,0.9084795321637428,0.6978950935029882,0.8284786324786324,0.5660714285714286,0.9301169590643275
199,12.0,0.7191088361930468,0.8081823361823363,0.5785714285714286,0.8970760233918128,0.7436120107962213,0.8124786324786324,0.6249999999999999,0.8856725146198832
199,11.0,0.7323318906239958,0.852039886039886,0.5660714285714284,0.9625730994152046,0.7484995630100894,0.8490712250712249,0.6107142857142858,0.9418128654970761
199,18.0,0.6904754578754579,0.8206324786324787,0.5285714285714286,0.934795321637427,0.6963171004434162,0.8127863247863247,0.5428571428571429,0.9184210526315789
199,21.0,0.6800307178201914,0.7662678062678062,0.557142857142857,0.8485380116959066,0.6934774596748281,0.7751566951566952,0.5660714285714286,0.8552631578947368
199,10.0,0.7300950035344773,0.8516011396011397,0.5660714285714286,0.9625730994152046,0.733883024869867,0.8474358974358974,0.5803571428571428,0.9511695906432749
199,15.0,0.7058703618019406,0.7889287749287749,0.5678571428571428,0.8748538011695907,0.7226947143499775,0.77411396011396,0.6125,0.8368421052631578
