,num_features,g_fitness,g_accuracy,g_sensitivity,g_specificity,a_fitness,a_accuracy,a_sensitivity,a_specificity
0,80.0,0.18767893237366923,0.7188945868945869,0.0,1.0,0.18767893237366923,0.7188945868945869,0.0,1.0
1,54.0,0.21504735342630082,0.7188945868945869,0.0,1.0,0.21504735342630082,0.7188945868945869,0.0,1.0
2,31.0,0.2683782501124607,0.7225982905982906,0.04107142857142857,0.9888888888888889,0.2683782501124607,0.7225982905982906,0.04107142857142857,0.9888888888888889
3,17.0,0.2943150922177238,0.7345982905982905,0.05535714285714286,1.0,0.2943150922177238,0.7345982905982905,0.05535714285714286,1.0
4,17.0,0.32551509221772384,0.7465982905982906,0.09821428571428571,1.0,0.32551509221772384,0.7465982905982906,0.09821428571428571,1.0
5,17.0,0.32551509221772384,0.7465982905982906,0.09821428571428571,1.0,0.32551509221772384,0.7465982905982906,0.09821428571428571,1.0
6,11.0,0.34232475633528264,0.7390370370370369,0.11428571428571428,0.9836257309941521,0.34232475633528264,0.7390370370370369,0.11428571428571428,0.9836257309941521
7,11.0,0.34232475633528264,0.7390370370370369,0.11428571428571428,0.9836257309941521,0.34232475633528264,0.7390370370370369,0.11428571428571428,0.9836257309941521
8,15.0,0.3584049707602339,0.7544444444444445,0.14107142857142857,0.9944444444444445,0.3584049707602339,0.7544444444444445,0.14107142857142857,0.9944444444444445
9,15.0,0.3584049707602339,0.7544444444444445,0.14107142857142857,0.9944444444444445,0.3584049707602339,0.7544444444444445,0.14107142857142857,0.9944444444444445
10,15.0,0.3584049707602339,0.7544444444444445,0.14107142857142857,0.9944444444444445,0.3584049707602339,0.7544444444444445,0.14107142857142857,0.9944444444444445
11,15.0,0.1676789323736692,0.7188945868945869,0.0,1.0,0.3584049707602339,0.7544444444444445,0.14107142857142857,0.9944444444444445
12,15.0,0.35251314289998503,0.7428945868945869,0.12678571428571428,0.9839181286549709,0.3584049707602339,0.7544444444444445,0.14107142857142857,0.9944444444444445
13,15.0,0.35328351327035534,0.7505982905982905,0.12678571428571428,0.9944444444444445,0.3584049707602339,0.7544444444444445,0.14107142857142857,0.9944444444444445
14,10.0,0.362113142899985,0.7388945868945869,0.14107142857142857,0.9725146198830409,0.362113142899985,0.7388945868945869,0.14107142857142857,0.9725146198830409
15,16.0,0.3661034787824261,0.7544558404558404,0.15357142857142855,0.9891812865497076,0.3661034787824261,0.7544558404558404,0.15357142857142855,0.9891812865497076
16,16.0,0.3661034787824261,0.7544558404558404,0.15357142857142855,0.9891812865497076,0.3661034787824261,0.7544558404558404,0.15357142857142855,0.9891812865497076
17,16.0,0.3661034787824261,0.7544558404558404,0.15357142857142855,0.9891812865497076,0.3661034787824261,0.7544558404558404,0.15357142857142855,0.9891812865497076
18,16.0,0.16452103763682713,0.7188945868945869,0.0,1.0,0.3661034787824261,0.7544558404558404,0.15357142857142855,0.9891812865497076
19,6.0,0.4032847803268856,0.7460056980056979,0.19285714285714284,0.9616959064327485,0.4032847803268856,0.7460056980056979,0.19285714285714284,0.9616959064327485
20,6.0,0.4032847803268856,0.7460056980056979,0.19285714285714284,0.9616959064327485,0.4032847803268856,0.7460056980056979,0.19285714285714284,0.9616959064327485
21,8.0,0.4153387764282501,0.7625982905982905,0.2107142857142857,0.9783625730994151,0.4153387764282501,0.7625982905982905,0.2107142857142857,0.9783625730994151
22,8.0,0.4153387764282501,0.7625982905982905,0.2107142857142857,0.9783625730994151,0.4153387764282501,0.7625982905982905,0.2107142857142857,0.9783625730994151
23,8.0,0.4153387764282501,0.7625982905982905,0.2107142857142857,0.9783625730994151,0.4153387764282501,0.7625982905982905,0.2107142857142857,0.9783625730994151
24,5.0,0.4168763007947218,0.7588945868945869,0.2089285714285714,0.973391812865497,0.4168763007947218,0.7588945868945869,0.2089285714285714,0.973391812865497
