,num_features,g_fitness,g_score,a_fitness,a_score,spread_sum,spread_mean
0,78.0,0.6947368421052631,0.7210526315789473,0.6947368421052631,0.7210526315789473,4766.816274458377,47.66816274458377
1,28.0,0.743157894736842,0.7157894736842104,0.743157894736842,0.7157894736842104,3133.6820523987517,31.336820523987516
2,2.0,0.7907769423558897,0.7411027568922306,0.7907769423558897,0.7411027568922306,1683.9264088334467,16.839264088334467
3,2.0,0.8216541353383459,0.7796992481203008,0.8216541353383459,0.7796992481203008,779.0527771058964,7.790527771058964
4,2.0,0.8216541353383459,0.7796992481203008,0.8216541353383459,0.7796992481203008,352.0511990962157,3.520511990962157
5,2.0,0.8216541353383459,0.7796992481203008,0.8216541353383459,0.7796992481203008,312.7042814659977,3.127042814659977
6,2.0,0.6768421052631578,0.7210526315789473,0.8216541353383459,0.7796992481203008,308.9966139533775,3.089966139533775
7,2.0,0.7914285714285714,0.7406015037593985,0.8216541353383459,0.7796992481203008,304.89977425569754,3.0489977425569754
8,1.0,0.8269172932330826,0.7849624060150375,0.8269172932330826,0.7849624060150375,306.68734659342573,3.066873465934257
9,1.0,0.8269172932330826,0.7849624060150375,0.8269172932330826,0.7849624060150375,315.4134756864813,3.154134756864813
10,1.0,0.8269172932330826,0.7849624060150375,0.8269172932330826,0.7849624060150375,305.1399454064764,3.051399454064764
11,1.0,0.8307268170426065,0.7897243107769423,0.8307268170426065,0.7897243107769423,326.80757200687384,3.2680757200687385
12,1.0,0.8307268170426065,0.7897243107769423,0.8307268170426065,0.7897243107769423,315.5466893321157,3.155466893321157
13,1.0,0.8307268170426065,0.7897243107769423,0.8307268170426065,0.7897243107769423,291.155276522705,2.9115527652270496
14,1.0,0.6747368421052631,0.7210526315789473,0.8307268170426065,0.7897243107769423,281.3327533246822,2.813327533246822
15,1.0,0.8269172932330826,0.7849624060150375,0.8307268170426065,0.7897243107769423,315.00047712245987,3.150004771224599
16,1.0,0.8269172932330826,0.7849624060150375,0.8307268170426065,0.7897243107769423,290.2310384963683,2.9023103849636827
17,1.0,0.8269172932330826,0.7849624060150375,0.8307268170426065,0.7897243107769423,265.94630273065064,2.6594630273065065
18,1.0,0.8307268170426065,0.7897243107769423,0.8307268170426065,0.7897243107769423,264.9567376361448,2.649567376361448
19,1.0,0.8307268170426065,0.7897243107769423,0.8307268170426065,0.7897243107769423,262.3792067676028,2.623792067676028
20,1.0,0.8307268170426065,0.7897243107769423,0.8307268170426065,0.7897243107769423,261.3695186142103,2.613695186142103
21,1.0,0.6631578947368421,0.7210526315789473,0.8307268170426065,0.7897243107769423,259.68478202841413,2.5968478202841414
22,1.0,0.7998496240601505,0.7511278195488722,0.8307268170426065,0.7897243107769423,271.12976872794405,2.7112976872794405
23,1.0,0.7998496240601505,0.7511278195488722,0.8307268170426065,0.7897243107769423,263.21217326505496,2.6321217326505497
24,1.0,0.7998496240601505,0.7511278195488722,0.8307268170426065,0.7897243107769423,264.60333938079793,2.646033393807979
25,1.0,0.8269172932330826,0.7849624060150375,0.8307268170426065,0.7897243107769423,266.60849610374737,2.6660849610374737
26,1.0,0.8269172932330826,0.7849624060150375,0.8307268170426065,0.7897243107769423,258.533598170025,2.58533598170025
27,3.0,0.8358395989974936,0.7987468671679196,0.8358395989974936,0.7987468671679196,258.1238832106175,2.581238832106175
28,3.0,0.8358395989974936,0.7987468671679196,0.8358395989974936,0.7987468671679196,233.50164771206687,2.3350164771206687
29,3.0,0.8358395989974936,0.7987468671679196,0.8358395989974936,0.7987468671679196,237.73295094906842,2.3773295094906843
30,3.0,0.6821052631578947,0.7210526315789473,0.8358395989974936,0.7987468671679196,238.2277855358937,2.382277855358937
31,3.0,0.7937844611528823,0.7448621553884712,0.8358395989974936,0.7987468671679196,271.9791060622891,2.7197910606228906
32,3.0,0.8269172932330826,0.7849624060150375,0.8358395989974936,0.7987468671679196,258.08683408160334,2.5808683408160333
33,3.0,0.8269172932330826,0.7849624060150375,0.8358395989974936,0.7987468671679196,234.88484150605245,2.3488484150605244
34,3.0,0.8269172932330826,0.7849624060150375,0.8358395989974936,0.7987468671679196,227.33375205940024,2.2733375205940023
35,3.0,0.6789473684210525,0.7210526315789473,0.8358395989974936,0.7987468671679196,234.86277075569234,2.3486277075569233
36,3.0,0.8269172932330826,0.7849624060150375,0.8358395989974936,0.7987468671679196,244.4325927766423,2.444325927766423
37,3.0,0.8307268170426065,0.7897243107769423,0.8358395989974936,0.7987468671679196,245.25022823868105,2.4525022823868103
38,3.0,0.8307268170426065,0.7897243107769423,0.8358395989974936,0.7987468671679196,235.68647272811873,2.356864727281187
39,3.0,0.8307268170426065,0.7897243107769423,0.8358395989974936,0.7987468671679196,229.4149434395005,2.294149434395005
40,3.0,0.6821052631578947,0.7210526315789473,0.8358395989974936,0.7987468671679196,231.60124808034155,2.3160124808034155
41,3.0,0.8146867167919798,0.7696741854636591,0.8358395989974936,0.7987468671679196,238.40265585328336,2.3840265585328337
42,3.0,0.8146867167919798,0.7696741854636591,0.8358395989974936,0.7987468671679196,232.81861483428062,2.328186148342806
43,3.0,0.8307268170426065,0.7897243107769423,0.8358395989974936,0.7987468671679196,232.67290962706497,2.3267290962706495
44,3.0,0.8307268170426065,0.7897243107769423,0.8358395989974936,0.7987468671679196,221.32498088255312,2.2132498088255312
45,3.0,0.8307268170426065,0.7897243107769423,0.8358395989974936,0.7987468671679196,223.22145465790422,2.2322145465790424
46,3.0,0.6747368421052631,0.7210526315789473,0.8358395989974936,0.7987468671679196,227.5087389435335,2.275087389435335
47,3.0,0.8307268170426065,0.7897243107769423,0.8358395989974936,0.7987468671679196,262.8138840210576,2.628138840210576
48,3.0,0.8307268170426065,0.7897243107769423,0.8358395989974936,0.7987468671679196,234.70786763302905,2.3470786763302907
49,3.0,0.8307268170426065,0.7897243107769423,0.8358395989974936,0.7987468671679196,227.6099488338695,2.276099488338695
