,num_features,g_fitness,g_score,a_fitness,a_score
0,80.0,0.6885413533834586,0.71593984962406,0.6885413533834586,0.71593984962406
1,11.0,0.7884310776942355,0.7500125313283207,0.7884310776942355,0.7500125313283207
2,2.0,0.7900952380952381,0.740250626566416,0.7900952380952381,0.740250626566416
3,2.0,0.8023057644110275,0.7555137844611528,0.8023057644110275,0.7555137844611528
4,1.0,0.8111879699248121,0.7653007518796994,0.8111879699248121,0.7653007518796994
5,1.0,0.8111879699248121,0.7653007518796994,0.8111879699248121,0.7653007518796994
6,1.0,0.8111879699248121,0.7653007518796994,0.8111879699248121,0.7653007518796994
7,1.0,0.6822255639097743,0.71593984962406,0.8111879699248121,0.7653007518796994
8,1.0,0.8075689223057645,0.7607769423558898,0.8111879699248121,0.7653007518796994
9,1.0,0.8075689223057645,0.7607769423558898,0.8111879699248121,0.7653007518796994
10,1.0,0.8075689223057645,0.7607769423558898,0.8111879699248121,0.7653007518796994
11,1.0,0.6706466165413533,0.71593984962406,0.8111879699248121,0.7653007518796994
12,1.0,0.8075689223057645,0.7607769423558898,0.8111879699248121,0.7653007518796994
13,1.0,0.8075689223057645,0.7607769423558898,0.8111879699248121,0.7653007518796994
14,1.0,0.8075689223057645,0.7607769423558898,0.8111879699248121,0.7653007518796994
15,1.0,0.8099248120300752,0.7650375939849623,0.8111879699248121,0.7653007518796994
16,1.0,0.8099248120300752,0.7650375939849623,0.8111879699248121,0.7653007518796994
17,1.0,0.8099248120300752,0.7650375939849623,0.8111879699248121,0.7653007518796994
18,1.0,0.8111879699248121,0.7653007518796994,0.8111879699248121,0.7653007518796994
19,1.0,0.8111879699248121,0.7653007518796994,0.8111879699248121,0.7653007518796994
20,1.0,0.8111879699248121,0.7653007518796994,0.8111879699248121,0.7653007518796994
21,1.0,0.6695939849624059,0.71593984962406,0.8111879699248121,0.7653007518796994
22,1.0,0.7837393483709272,0.7309899749373433,0.8111879699248121,0.7653007518796994
23,1.0,0.7948972431077694,0.7462531328320802,0.8111879699248121,0.7653007518796994
24,1.0,0.7975037593984962,0.7495112781954887,0.8111879699248121,0.7653007518796994
25,1.0,0.8111879699248121,0.7653007518796994,0.8111879699248121,0.7653007518796994
26,1.0,0.8111879699248121,0.7653007518796994,0.8111879699248121,0.7653007518796994
27,1.0,0.8111879699248121,0.7653007518796994,0.8111879699248121,0.7653007518796994
28,1.0,0.6695939849624059,0.71593984962406,0.8111879699248121,0.7653007518796994
29,1.0,0.8075689223057645,0.7607769423558898,0.8111879699248121,0.7653007518796994
30,1.0,0.8075689223057645,0.7607769423558898,0.8111879699248121,0.7653007518796994
31,1.0,0.8075689223057645,0.7607769423558898,0.8111879699248121,0.7653007518796994
32,1.0,0.684330827067669,0.71593984962406,0.8111879699248121,0.7653007518796994
33,1.0,0.8055037593984962,0.7595112781954886,0.8111879699248121,0.7653007518796994
34,1.0,0.8055037593984962,0.7595112781954886,0.8111879699248121,0.7653007518796994
35,1.0,0.8055037593984962,0.7595112781954886,0.8111879699248121,0.7653007518796994
36,1.0,0.6864360902255637,0.71593984962406,0.8111879699248121,0.7653007518796994
37,1.0,0.783719298245614,0.7309649122807017,0.8111879699248121,0.7653007518796994
38,2.0,0.8303659147869674,0.7905889724310777,0.8303659147869674,0.7905889724310777
39,2.0,0.8303659147869674,0.7905889724310777,0.8303659147869674,0.7905889724310777
40,2.0,0.8303659147869674,0.7905889724310777,0.8303659147869674,0.7905889724310777
41,2.0,0.6738045112781954,0.71593984962406,0.8303659147869674,0.7905889724310777
42,2.0,0.7997593984962406,0.7510150375939849,0.8303659147869674,0.7905889724310777
43,2.0,0.7997593984962406,0.7510150375939849,0.8303659147869674,0.7905889724310777
44,2.0,0.7997593984962406,0.7510150375939849,0.8303659147869674,0.7905889724310777
45,2.0,0.8075689223057645,0.7607769423558898,0.8303659147869674,0.7905889724310777
46,2.0,0.8075689223057645,0.7607769423558898,0.8303659147869674,0.7905889724310777
47,2.0,0.8075689223057645,0.7607769423558898,0.8303659147869674,0.7905889724310777
48,2.0,0.6653834586466164,0.71593984962406,0.8303659147869674,0.7905889724310777
49,2.0,0.7930827067669173,0.743984962406015,0.8303659147869674,0.7905889724310777
50,2.0,0.7930827067669173,0.743984962406015,0.8303659147869674,0.7905889724310777
51,2.0,0.7997593984962406,0.7510150375939849,0.8303659147869674,0.7905889724310777
52,2.0,0.7997593984962406,0.7510150375939849,0.8303659147869674,0.7905889724310777
53,2.0,0.7997593984962406,0.7510150375939849,0.8303659147869674,0.7905889724310777
54,2.0,0.6738045112781954,0.71593984962406,0.8303659147869674,0.7905889724310777
55,2.0,0.7997593984962406,0.7510150375939849,0.8303659147869674,0.7905889724310777
56,2.0,0.7997593984962406,0.7510150375939849,0.8303659147869674,0.7905889724310777
57,2.0,0.7997593984962406,0.7510150375939849,0.8303659147869674,0.7905889724310777
58,2.0,0.6969624060150375,0.71593984962406,0.8303659147869674,0.7905889724310777
59,2.0,0.7995488721804511,0.7507518796992481,0.8303659147869674,0.7905889724310777
60,2.0,0.7995488721804511,0.7507518796992481,0.8303659147869674,0.7905889724310777
61,2.0,0.7995488721804511,0.7507518796992481,0.8303659147869674,0.7905889724310777
62,2.0,0.6706466165413533,0.71593984962406,0.8303659147869674,0.7905889724310777
63,2.0,0.8075689223057645,0.7607769423558898,0.8303659147869674,0.7905889724310777
64,2.0,0.8075689223057645,0.7607769423558898,0.8303659147869674,0.7905889724310777
65,2.0,0.8075689223057645,0.7607769423558898,0.8303659147869674,0.7905889724310777
