,num_features,g_fitness,g_accuracy,g_sensitivity,g_specificity,a_fitness,a_accuracy,a_sensitivity,a_specificity
0,90.0,0.5914778709594499,0.7725014245014244,0.5089285714285714,0.8748538011695907,0.5914778709594499,0.7725014245014244,0.5089285714285714,0.8748538011695907
1,60.0,0.6202369770580297,0.777982905982906,0.5,0.8862573099415204,0.6202369770580297,0.777982905982906,0.5,0.8862573099415204
2,44.0,0.6435388503309556,0.7905868945868946,0.5053571428571428,0.9035087719298245,0.6435388503309556,0.7905868945868946,0.5053571428571428,0.9035087719298245
3,38.0,0.6526328449328449,0.779014245014245,0.5178571428571428,0.881578947368421,0.6526328449328449,0.779014245014245,0.5178571428571428,0.881578947368421
4,38.0,0.6526328449328449,0.779014245014245,0.5178571428571428,0.881578947368421,0.6526328449328449,0.779014245014245,0.5178571428571428,0.881578947368421
5,37.0,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
6,37.0,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
7,37.0,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
8,37.0,0.5497726013752329,0.757105413105413,0.44107142857142856,0.8798245614035087,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
9,37.0,0.6675888053467001,0.766148148148148,0.5428571428571429,0.8529239766081872,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
10,37.0,0.6675888053467001,0.766148148148148,0.5428571428571429,0.8529239766081872,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
11,37.0,0.6719535376903799,0.7701709401709402,0.5428571428571429,0.8599415204678362,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
12,37.0,0.6902598547651179,0.8011168091168092,0.5714285714285714,0.8912280701754387,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
13,37.0,0.6902598547651179,0.8011168091168092,0.5714285714285714,0.8912280701754387,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
14,37.0,0.6902598547651179,0.8011168091168092,0.5714285714285714,0.8912280701754387,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
15,37.0,0.5469706027890238,0.7782792022792022,0.4374999999999999,0.9131578947368422,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
16,37.0,0.6573540582224793,0.7932478632478632,0.4892857142857143,0.9125730994152047,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
17,37.0,0.6821730672835936,0.777982905982906,0.5607142857142857,0.8649122807017544,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
18,37.0,0.6821730672835936,0.777982905982906,0.5607142857142857,0.8649122807017544,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
19,37.0,0.6821730672835936,0.777982905982906,0.5607142857142857,0.8649122807017544,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
20,37.0,0.5599178394704711,0.781994301994302,0.44642857142857145,0.9140350877192983,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
21,37.0,0.6619692564745197,0.790148148148148,0.5214285714285715,0.8964912280701756,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
22,37.0,0.6714832562174667,0.8083589743589744,0.5232142857142856,0.9190058479532164,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
23,37.0,0.6740766146134567,0.7772478632478632,0.5428571428571428,0.8692982456140351,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
24,37.0,0.6740766146134567,0.7772478632478632,0.5428571428571428,0.8692982456140351,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
25,37.0,0.6740766146134567,0.7772478632478632,0.5428571428571428,0.8692982456140351,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
26,37.0,0.6838305475226527,0.7689401709401709,0.5589285714285714,0.8514619883040936,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
27,37.0,0.6838305475226527,0.7689401709401709,0.5589285714285714,0.8514619883040936,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
28,37.0,0.6838305475226527,0.7689401709401709,0.5589285714285714,0.8514619883040936,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
29,37.0,0.5694901837928154,0.7692592592592592,0.4732142857142857,0.8853801169590645,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
30,37.0,0.670604643017801,0.7889515669515669,0.5267857142857143,0.8912280701754385,0.698180287256603,0.7934017094017094,0.5982142857142856,0.8695906432748538
31,32.0,0.7035357528436476,0.7937094017094017,0.5982142857142857,0.8698830409356726,0.7035357528436476,0.7937094017094017,0.5982142857142857,0.8698830409356726
32,32.0,0.7035357528436476,0.7937094017094017,0.5982142857142857,0.8698830409356726,0.7035357528436476,0.7937094017094017,0.5982142857142857,0.8698830409356726
33,32.0,0.7035357528436476,0.7937094017094017,0.5982142857142857,0.8698830409356726,0.7035357528436476,0.7937094017094017,0.5982142857142857,0.8698830409356726
34,32.0,0.5226679647837542,0.7548831908831908,0.40714285714285714,0.8918128654970762,0.7035357528436476,0.7937094017094017,0.5982142857142857,0.8698830409356726
35,32.0,0.6905550639419061,0.8053903133903134,0.5589285714285714,0.9020467836257311,0.7035357528436476,0.7937094017094017,0.5982142857142857,0.8698830409356726
36,32.0,0.6905550639419061,0.8053903133903134,0.5589285714285714,0.9020467836257311,0.7035357528436476,0.7937094017094017,0.5982142857142857,0.8698830409356726
37,32.0,0.6905550639419061,0.8053903133903134,0.5589285714285714,0.9020467836257311,0.7035357528436476,0.7937094017094017,0.5982142857142857,0.8698830409356726
38,32.0,0.53204327164064,0.7537094017094017,0.41607142857142854,0.8856725146198832,0.7035357528436476,0.7937094017094017,0.5982142857142857,0.8698830409356726
39,32.0,0.6664920217209691,0.7938518518518519,0.5303571428571429,0.8970760233918129,0.7035357528436476,0.7937094017094017,0.5982142857142857,0.8698830409356726
40,32.0,0.6664920217209691,0.7938518518518519,0.5303571428571429,0.8970760233918129,0.7035357528436476,0.7937094017094017,0.5982142857142857,0.8698830409356726
