,num_features,g_fitness,g_accuracy,g_sensitivity,g_specificity,a_fitness,a_accuracy,a_sensitivity,a_specificity
199,15.0,0.7168308367071524,0.765094017094017,0.6124999999999999,0.8251461988304094,0.7478277424330056,0.8132478632478634,0.6392857142857143,0.8809941520467837
199,10.0,0.7301465908360646,0.8130826210826212,0.5892857142857143,0.9014619883040936,0.7545572006940428,0.8478974358974358,0.6214285714285714,0.9350877192982455
199,14.0,0.5572759045048519,0.7726552706552706,0.4446428571428571,0.9011695906432748,0.7559858074673864,0.8399088319088319,0.6375,0.9192982456140351
199,21.0,0.702286867810552,0.8129173789173789,0.5589285714285714,0.9128654970760234,0.7505717820191504,0.8434472934472936,0.6392857142857142,0.9233918128654972
199,33.0,0.7036718462823724,0.796074074074074,0.5928571428571427,0.8748538011695907,0.7270142567958358,0.804051282051282,0.6410714285714285,0.8687134502923977
199,18.0,0.7186384326200115,0.8285128205128205,0.5696428571428572,0.9298245614035088,0.7445797988561146,0.80997150997151,0.6410714285714285,0.8760233918128655
199,18.0,0.7013281762097552,0.8124786324786324,0.5446428571428571,0.9184210526315789,0.7461198476961635,0.7972478632478632,0.6517857142857142,0.8535087719298244
199,27.0,0.7463696709723026,0.8005242165242166,0.6482142857142856,0.85906432748538,0.7779224150118887,0.8366210826210827,0.7107142857142857,0.8862573099415206
199,19.0,0.7346724792751109,0.7972478632478632,0.6267857142857143,0.8637426900584796,0.7705449328449329,0.8315783475783476,0.682142857142857,0.8903508771929826
199,16.0,0.7341488786067734,0.8320626780626782,0.5964285714285714,0.9236842105263158,0.7550570400359873,0.822997150997151,0.6499999999999999,0.8900584795321638
199,21.0,0.7301174667437824,0.8123589743589743,0.6107142857142857,0.89093567251462,0.7708446147419832,0.8128091168091169,0.6982142857142856,0.8587719298245615
199,20.0,0.7242425775978407,0.8209401709401709,0.5874999999999999,0.9122807017543859,0.7636081132317974,0.832797720797721,0.6696428571428571,0.896783625730994
199,14.0,0.7164546847888953,0.7963589743589743,0.5803571428571429,0.8798245614035087,0.7362956365272153,0.8367749287749288,0.5999999999999999,0.92953216374269
199,25.0,0.7056915333204806,0.7864216524216523,0.5732142857142858,0.8698830409356724,0.7218669333590386,0.8004900284900286,0.6160714285714285,0.8742690058479532
199,17.0,0.7361157509157509,0.7822905982905983,0.6428571428571428,0.8377192982456141,0.7470450067476384,0.8206324786324787,0.6375,0.8921052631578947
