ABL1,ABL2,AKT1,AKT2,AKT3,ALK,AURKA,AURKB,AURKC,AXL,BLK,BMX,BRAF,BRSK1,BRSK2,BTK,CAMK1D,CAMK2A,CAMK2D,CAMK4,CDC42BPA,CDC42BPB,CDK1,CDK2,CDK3,CDK4,CDK5,CDK6,CHEK1,CHEK2,CHUK,CLK2,CLK3,CSF1R,CSK,CSNK1A1,CSNK1G1,CSNK1G2,CSNK1G3,DAPK1,DCLK2,DDR2,DYRK1A,DYRK1B,DYRK2,EGFR,EPHA2,EPHA3,EPHA4,EPHB2,EPHB3,EPHB4,ERBB2,ERBB4,FER,FES,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT1,FLT3,FLT4,FRK,FYN,GRK6,GSK3A,GSK3B,HCK,HIPK1,IGF1R,IKBKB,IKBKE,INSR,INSRR,IRAK4,ITK,JAK1,JAK2,JAK3,KDR,KIT,LCK,LRRK2,LTK,LYN,MAP2K1,MAP4K2,MAP4K4,MAPK1,MAPK11,MAPK12,MAPK13,MAPK14,MAPK3,MAPK9,MAPKAPK2,MAPKAPK3,MAPKAPK5,MARK1,MARK2,MARK3,MARK4,MELK,MERTK,MET,MINK1,MKNK1,MKNK2,MST1R,MST4,MUSK,NEK1,NEK2,NEK6,NEK7,NEK9,NTRK1,NTRK2,NTRK3,NUAK1,PAK1,PAK2,PAK3,PAK6,PAK7,PASK,PDGFRA,PDGFRB,PDPK1,PHKG1,PHKG2,PI4KB,PIK3CA,PIK3CD,PIM1,PIM2,PIM3,PLK1,PRKAA2,PRKACA,PRKCA,PRKCB,PRKCG,PRKD1,PRKD2,PRKD3,PRKG1,PRKG2,PRKX,PTK2B,PTK6,RAF1,RET,ROCK1,ROCK2,ROS1,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA4,RPS6KA5,RPS6KA6,RPS6KB1,SGK1,SGK2,SGK3,SIK1,SIK2,SRC,SRMS,SRPK1,SRPK3,STK10,STK3,STK4,SYK,TBK1,TEC,TEK,TNK2,TSSK1B,TSSK2,TTK,TXK,TYK2,TYRO3,YES1,ZAP70
13,0,0,0,0,14,0,25,21,2,0,0,40,0,0,0,0,0,0,0,6,7,0,49,7,7,0,0,0,0,0,0,0,47,0,8,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,2,1,52,2,1,0,2,0,0,3,3,5,53,0,11,0,30,37,3,0,0,0,0,0,0,0,0,3,1,3,1,23,0,16,15,36,0,0,70,0,86,0,0,67,0,0,0,24,0,0,0,0,0,18,0,0,2,1,28,11,0,58,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,53,25,0,0,0,0,0,100,3,0,0,0,0,7,0,20,1,0,0,23,15,16,26,4,1,0,4,50,56,4,20,9,8,28,17,0,17,2,0,1,0,4,2,0,0,0,2,0,1,0,0,0,6,24,1,0,61,4,0,0,3,0
