,num_features,g_fitness,g_score,a_fitness,a_score,spread_sum,spread_mean
0,77.0,0.6721594896331738,0.6915151515151515,0.6721594896331738,0.6915151515151515,4737.261193373201,47.37261193373202
1,33.0,0.7264752791068579,0.7015151515151514,0.7264752791068579,0.7015151515151514,3129.94384277654,31.2994384277654
2,8.0,0.7876655274550011,0.745108225108225,0.7876655274550011,0.745108225108225,1666.8694387701983,16.668694387701983
3,1.0,0.8030685805422648,0.7551515151515151,0.8030685805422648,0.7551515151515151,862.5373346016927,8.625373346016927
4,1.0,0.8030685805422648,0.7551515151515151,0.8030685805422648,0.7551515151515151,529.8316261195037,5.298316261195037
5,1.0,0.8030685805422648,0.7551515151515151,0.8030685805422648,0.7551515151515151,482.84101810362677,4.828410181036268
6,1.0,0.6500542264752791,0.6915151515151515,0.8030685805422648,0.7551515151515151,456.0220816949049,4.560220816949049
7,1.0,0.8030685805422648,0.7551515151515151,0.8030685805422648,0.7551515151515151,456.3246846433231,4.563246846433231
8,1.0,0.8030685805422648,0.7551515151515151,0.8030685805422648,0.7551515151515151,428.9063256209642,4.289063256209642
9,1.0,0.8030685805422648,0.7551515151515151,0.8030685805422648,0.7551515151515151,408.04064233027896,4.080406423302789
10,1.0,0.6647910685805423,0.6915151515151515,0.8030685805422648,0.7551515151515151,401.5604801638535,4.015604801638535
11,1.0,0.8030685805422648,0.7551515151515151,0.8030685805422648,0.7551515151515151,421.018262164663,4.21018262164663
12,1.0,0.8030685805422648,0.7551515151515151,0.8030685805422648,0.7551515151515151,399.70804885455635,3.9970804885455635
13,1.0,0.8030685805422648,0.7551515151515151,0.8030685805422648,0.7551515151515151,379.954041461091,3.79954041461091
14,1.0,0.6574226475279107,0.6915151515151515,0.8030685805422648,0.7551515151515151,364.922471784378,3.6492247178437798
15,2.0,0.8054618364092048,0.7594588744588744,0.8054618364092048,0.7594588744588744,406.50065613495275,4.065006561349527
16,2.0,0.8054618364092048,0.7594588744588744,0.8054618364092048,0.7594588744588744,354.8657505838918,3.548657505838918
17,2.0,0.8054618364092048,0.7594588744588744,0.8054618364092048,0.7594588744588744,326.9132819938473,3.269132819938473
18,2.0,0.6468963317384371,0.6915151515151515,0.8054618364092048,0.7594588744588744,311.5799658218637,3.115799658218637
19,2.0,0.8030685805422648,0.7551515151515151,0.8054618364092048,0.7594588744588744,341.08933191883204,3.4108933191883204
20,2.0,0.8030685805422648,0.7551515151515151,0.8054618364092048,0.7594588744588744,316.3362559116623,3.163362559116623
21,2.0,0.8030685805422648,0.7551515151515151,0.8054618364092048,0.7594588744588744,303.1124056209697,3.031124056209697
22,2.0,0.6447910685805422,0.6915151515151515,0.8054618364092048,0.7594588744588744,291.69333385839616,2.9169333385839615
23,2.0,0.8030685805422648,0.7551515151515151,0.8054618364092048,0.7594588744588744,302.8217302329249,3.028217302329249
24,2.0,0.8030685805422648,0.7551515151515151,0.8054618364092048,0.7594588744588744,295.51409005715607,2.9551409005715605
25,2.0,0.8030685805422648,0.7551515151515151,0.8054618364092048,0.7594588744588744,293.9648847061317,2.939648847061317
26,2.0,0.6542647527910687,0.6915151515151515,0.8054618364092048,0.7594588744588744,291.8839883589559,2.918839883589559
