,num_features,g_fitness,g_accuracy,g_sensitivity,g_specificity,a_fitness,a_accuracy,a_sensitivity,a_specificity
0,81.0,0.5743141314825525,0.7938290598290598,0.4428571428571428,0.9304093567251461,0.5743141314825525,0.7938290598290598,0.4428571428571428,0.9304093567251461
1,70.0,0.5943675599254546,0.7982678062678062,0.45714285714285713,0.9309941520467836,0.5943675599254546,0.7982678062678062,0.45714285714285713,0.9309941520467836
2,46.0,0.6194067861962599,0.7975213675213675,0.45714285714285713,0.9301169590643275,0.6194067861962599,0.7975213675213675,0.45714285714285713,0.9301169590643275
3,35.0,0.6332136334425809,0.80197150997151,0.45892857142857135,0.935672514619883,0.6332136334425809,0.80197150997151,0.45892857142857135,0.935672514619883
4,28.0,0.654993715056873,0.8053675213675214,0.48571428571428565,0.9298245614035088,0.654993715056873,0.8053675213675214,0.48571428571428565,0.9298245614035088
5,28.0,0.654993715056873,0.8053675213675214,0.48571428571428565,0.9298245614035088,0.654993715056873,0.8053675213675214,0.48571428571428565,0.9298245614035088
6,26.0,0.6577998939656834,0.8166324786324786,0.4803571428571428,0.9467836257309941,0.6577998939656834,0.8166324786324786,0.4803571428571428,0.9467836257309941
7,26.0,0.6577998939656834,0.8166324786324786,0.4803571428571428,0.9467836257309941,0.6577998939656834,0.8166324786324786,0.4803571428571428,0.9467836257309941
8,26.0,0.6577998939656834,0.8166324786324786,0.4803571428571428,0.9467836257309941,0.6577998939656834,0.8166324786324786,0.4803571428571428,0.9467836257309941
9,26.0,0.5360982552535183,0.769982905982906,0.40178571428571425,0.9137426900584795,0.6577998939656834,0.8166324786324786,0.4803571428571428,0.9467836257309941
10,23.0,0.6649695103142471,0.7942905982905983,0.5017857142857143,0.9087719298245615,0.6649695103142471,0.7942905982905983,0.5017857142857143,0.9087719298245615
11,24.0,0.6744717016901227,0.8056638176638178,0.5160714285714285,0.9190058479532164,0.6744717016901227,0.8056638176638178,0.5160714285714285,0.9190058479532164
12,24.0,0.6744717016901227,0.8056638176638178,0.5160714285714285,0.9190058479532164,0.6744717016901227,0.8056638176638178,0.5160714285714285,0.9190058479532164
13,24.0,0.6744717016901227,0.8056638176638178,0.5160714285714285,0.9190058479532164,0.6744717016901227,0.8056638176638178,0.5160714285714285,0.9190058479532164
